scanner	tf	symbol	trades	wins	net	pf	avgR	netStress	windowsUp	days
15m-nifty-multi-day-swing-target-engine-v1-0	4h	AKEUSD	0	0	0.00	0.000	0.000	0.00	0	63
15m-nifty-multi-day-swing-target-engine-v1-0	1h	AKEUSD	23	9	-49.12	0.671	-0.123	-46.90	2	63
15m-nifty-multi-day-swing-target-engine-v1-0	15m	AKEUSD	73	19	-118.91	0.765	-0.095	-192.41	2	42
15m-nifty-multi-day-swing-target-engine-v1-0	4h	AVAXUSD	29	14	-70.03	0.689	-0.118	-67.14	4	333
15m-nifty-multi-day-swing-target-engine-v1-0	1h	AVAXUSD	67	26	-190.59	0.675	-0.150	-330.06	3	125
15m-nifty-multi-day-swing-target-engine-v1-0	4h	MUBARAKUSD	51	19	4.45	1.011	0.013	-51.64	5	333
15m-nifty-multi-day-swing-target-engine-v1-0	15m	AVAXUSD	115	47	-84.99	0.886	-0.030	-409.36	3	42
15m-nifty-multi-day-swing-target-engine-v1-0	4h	SAGAUSD	39	12	-88.97	0.747	-0.109	-112.37	4	333
15m-nifty-multi-day-swing-target-engine-v1-0	1h	MUBARAKUSD	101	41	106.09	1.115	0.066	-40.68	5	125
15m-nifty-multi-day-swing-target-engine-v1-0	4h	AINUSD	34	11	-172.23	0.410	-0.278	-192.46	3	333
3commas-trail-hunter-reversal-long	1h	AKEUSD	24	15	65.97	1.594	0.148	62.06	5	63
15m-nifty-multi-day-swing-target-engine-v1-0	15m	MUBARAKUSD	182	62	-515.66	0.503	-0.194	-627.55	0	42
15m-nifty-multi-day-swing-target-engine-v1-0	1h	SAGAUSD	100	32	-332.76	0.582	-0.195	-401.70	1	125
15m-nifty-multi-day-swing-target-engine-v1-0	4h	COOKIEUSD	52	24	122.42	1.291	0.125	51.83	5	333
15m-nifty-multi-day-swing-target-engine-v1-0	4h	1000PEPEUSD	25	6	-156.25	0.414	-0.334	-88.96	3	268
15m-nifty-multi-day-swing-target-engine-v1-0	1h	AINUSD	82	30	-32.43	0.957	-0.006	-161.29	4	125
15m-nifty-multi-day-swing-target-engine-v1-0	4h	ETCUSD	46	14	-183.20	0.581	-0.211	-217.26	2	333
15m-nifty-multi-day-swing-target-engine-v1-0	15m	SAGAUSD	61	19	-123.53	0.753	-0.097	-215.64	2	42
15m-nifty-multi-day-swing-target-engine-v1-0	1h	COOKIEUSD	104	46	7.79	1.010	0.015	-194.17	4	125
15m-nifty-multi-day-swing-target-engine-v1-0	4h	WIFUSD	52	26	118.78	1.328	0.117	53.19	5	333
15m-nifty-multi-day-swing-target-engine-v1-0	15m	AINUSD	53	17	-229.50	0.501	-0.238	-279.22	1	42
15m-nifty-multi-day-swing-target-engine-v1-0	1h	1000PEPEUSD	124	53	81.47	1.080	0.045	-206.12	4	125
15m-nifty-multi-day-swing-target-engine-v1-0	4h	DOGEUSD	27	5	-146.98	0.489	-0.284	-158.20	2	333
15m-nifty-multi-day-swing-target-engine-v1-0	1h	ETCUSD	118	42	-369.57	0.600	-0.188	-484.93	2	125
15m-nifty-multi-day-swing-target-engine-v1-0	15m	COOKIEUSD	65	30	-99.23	0.771	-0.075	-211.65	2	42
15m-nifty-multi-day-swing-target-engine-v1-0	4h	ETHUSD	35	13	-98.60	0.630	-0.147	-117.38	3	333
15m-nifty-multi-day-swing-target-engine-v1-0	1h	WIFUSD	132	57	-70.56	0.938	-0.017	-286.68	4	125
15m-nifty-multi-day-swing-target-engine-v1-0	15m	1000PEPEUSD	115	44	202.47	1.226	0.094	-113.81	5	42
15m-nifty-multi-day-swing-target-engine-v1-0	1h	DOGEUSD	45	13	-226.77	0.469	-0.278	-280.59	2	125
15m-nifty-multi-day-swing-target-engine-v1-0	4h	SOLUSD	31	17	126.60	1.611	0.239	111.45	5	333
3commas-trail-hunter-reversal-long	1h	AVAXUSD	33	19	106.69	1.351	0.166	29.57	7	125
15m-nifty-multi-day-swing-target-engine-v1-0	15m	ETCUSD	88	38	-109.50	0.837	-0.058	-306.35	3	42
15m-nifty-multi-day-swing-target-engine-v1-0	1h	ETHUSD	40	16	-2.42	0.993	0.012	-95.81	4	125
15m-nifty-multi-day-swing-target-engine-v1-0	4h	ZECUSD	37	20	220.72	1.944	0.294	159.42	5	333
15m-nifty-multi-day-swing-target-engine-v1-0	4h	AAVEUSD	34	7	-201.29	0.363	-0.387	-208.18	0	333
15m-nifty-multi-day-swing-target-engine-v1-0	1h	SOLUSD	47	20	-124.07	0.685	-0.136	-221.07	2	125
15m-nifty-multi-day-swing-target-engine-v1-0	15m	WIFUSD	83	38	58.55	1.073	0.044	-177.34	3	42
15m-nifty-multi-day-swing-target-engine-v1-0	4h	NEARUSD	35	9	-262.95	0.268	-0.430	-270.26	1	333
15m-nifty-multi-day-swing-target-engine-v1-0	1h	ZECUSD	61	24	-22.04	0.954	0.001	-86.70	4	125
15m-nifty-multi-day-swing-target-engine-v1-0	4h	FILUSD	45	16	-2.80	0.993	0.013	-39.33	3	333
15m-nifty-multi-day-swing-target-engine-v1-0	1h	AAVEUSD	81	32	-237.38	0.633	-0.173	-319.18	2	125
15m-nifty-multi-day-swing-target-engine-v1-0	15m	DOGEUSD	83	33	-232.39	0.625	-0.151	-432.42	2	42
15m-nifty-multi-day-swing-target-engine-v1-0	4h	SUIUSD	28	12	119.87	1.553	0.220	99.79	5	333
15m-nifty-multi-day-swing-target-engine-v1-0	1h	NEARUSD	90	27	-274.01	0.618	-0.168	-351.83	4	125
15m-nifty-multi-day-swing-target-engine-v1-0	15m	ETHUSD	42	15	-100.54	0.733	-0.116	-199.70	3	42
15m-nifty-multi-day-swing-target-engine-v1-0	1h	FILUSD	95	39	-75.76	0.903	-0.033	-199.51	3	125
3commas-trail-hunter-reversal-long	4h	AKEUSD	5	3	4.34	1.385	0.034	3.25	2	63
15m-nifty-multi-day-swing-target-engine-v1-0	4h	UNIUSD	31	11	-63.89	0.757	-0.100	-87.43	3	333
15m-nifty-multi-day-swing-target-engine-v1-0	15m	SOLUSD	74	26	-296.41	0.492	-0.239	-381.22	1	42
15m-nifty-multi-day-swing-target-engine-v1-0	4h	HYPEUSD	32	16	162.42	1.715	0.250	96.09	4	333
15m-nifty-multi-day-swing-target-engine-v1-0	1h	SUIUSD	74	31	-56.34	0.915	-0.030	-246.43	2	125
3commas-trail-hunter-reversal-long	1h	MUBARAKUSD	43	24	77.60	1.194	0.099	19.32	5	125
15m-nifty-multi-day-swing-target-engine-v1-0	15m	ZECUSD	106	34	-312.21	0.548	-0.175	-394.74	4	42
15m-nifty-multi-day-swing-target-engine-v1-0	4h	VVVUSD	41	11	-233.51	0.330	-0.328	-244.48	1	333
15m-nifty-multi-day-swing-target-engine-v1-0	1h	UNIUSD	60	20	-163.64	0.688	-0.141	-237.09	3	125
15m-nifty-multi-day-swing-target-engine-v1-0	4h	XRPUSD	41	20	2.21	1.007	0.011	-47.32	5	333
15m-nifty-multi-day-swing-target-engine-v1-0	15m	AAVEUSD	117	52	-83.49	0.886	-0.034	-319.31	4	42
15m-nifty-multi-day-swing-target-engine-v1-0	1h	HYPEUSD	70	29	-152.01	0.716	-0.111	-218.14	1	125
15m-nifty-multi-day-swing-target-engine-v1-0	4h	BTCUSD	33	12	-24.61	0.910	-0.024	-47.07	3	333
15m-nifty-multi-day-swing-target-engine-v1-0	15m	NEARUSD	126	43	-424.75	0.467	-0.214	-553.57	1	42
15m-nifty-multi-day-swing-target-engine-v1-0	1h	VVVUSD	77	27	-300.13	0.497	-0.226	-376.53	1	125
15m-nifty-multi-day-swing-target-engine-v1-0	4h	TAOUSD	37	14	-6.28	0.979	0.000	-29.42	4	333
15m-nifty-multi-day-swing-target-engine-v1-0	15m	FILUSD	90	29	-200.78	0.704	-0.114	-388.25	2	42
15m-nifty-multi-day-swing-target-engine-v1-0	1h	XRPUSD	52	26	185.43	1.467	0.177	58.07	4	125
15m-nifty-multi-day-swing-target-engine-v1-0	4h	EVAAUSD	38	13	-56.59	0.790	-0.070	-76.40	2	333
15m-nifty-multi-day-swing-target-engine-v1-0	4h	PIEVERSEUSD	30	14	126.00	1.588	0.215	70.31	4	154
15m-nifty-multi-day-swing-target-engine-v1-0	15m	SUIUSD	131	49	-358.60	0.590	-0.163	-505.28	1	42
15m-nifty-multi-day-swing-target-engine-v1-0	1h	BTCUSD	51	23	-5.70	0.986	0.010	-138.08	5	125
15m-nifty-multi-day-swing-target-engine-v1-0	4h	LINKUSD	30	13	123.52	1.461	0.216	19.82	3	333
3commas-trail-hunter-reversal-long	15m	AKEUSD	8	4	43.41	1.637	0.299	28.92	2	42
3commas-trail-hunter-reversal-long	1h	SAGAUSD	48	24	-47.61	0.895	-0.038	-108.28	4	125
15m-nifty-multi-day-swing-target-engine-v1-0	1h	TAOUSD	99	32	-428.20	0.410	-0.277	-500.17	1	125
15m-nifty-multi-day-swing-target-engine-v1-0	4h	BNBUSD	28	11	-18.22	0.907	-0.033	-60.97	4	333
15m-nifty-multi-day-swing-target-engine-v1-0	15m	UNIUSD	124	37	-370.66	0.588	-0.179	-528.04	2	42
15m-nifty-multi-day-swing-target-engine-v1-0	4h	BCHUSD	34	15	-67.61	0.758	-0.096	-88.55	5	333
15m-nifty-multi-day-swing-target-engine-v1-0	1h	EVAAUSD	71	31	47.23	1.088	0.042	-92.13	3	125
15m-nifty-multi-day-swing-target-engine-v1-0	15m	HYPEUSD	157	50	-482.58	0.520	-0.204	-641.16	0	42
15m-nifty-multi-day-swing-target-engine-v1-0	1h	PIEVERSEUSD	104	41	43.02	1.044	0.036	-74.73	4	125
15m-nifty-multi-day-swing-target-engine-v1-0	1h	LINKUSD	63	21	-342.37	0.404	-0.327	-393.46	0	125
15m-nifty-multi-day-swing-target-engine-v1-0	15m	VVVUSD	155	57	-280.69	0.713	-0.099	-485.10	1	42
15m-nifty-multi-day-swing-target-engine-v1-0	1h	BNBUSD	55	20	-215.70	0.539	-0.215	-307.75	1	125
15m-nifty-multi-day-swing-target-engine-v1-0	15m	XRPUSD	77	31	-164.34	0.685	-0.111	-377.48	1	42
15m-nifty-multi-day-swing-target-engine-v1-0	1h	BCHUSD	82	33	-61.78	0.897	-0.031	-191.15	4	125
15m-nifty-multi-day-swing-target-engine-v1-0	15m	BTCUSD	32	6	-237.92	0.205	-0.428	-281.06	1	42
adaptive-atr-extension-scanner	15m	AKEUSD	105	46	-312.34	0.616	-0.159	-276.51	2	42
15m-nifty-multi-day-swing-target-engine-v1-0	15m	TAOUSD	142	48	-354.61	0.586	-0.149	-517.06	1	42
3commas-trail-hunter-reversal-long	1h	AINUSD	33	21	309.34	2.230	0.429	215.37	6	125
15m-nifty-multi-day-swing-target-engine-v1-0	15m	EVAAUSD	167	71	20.85	1.023	0.015	-354.47	4	42
adaptive-atr-extension-scanner	4h	AKEUSD	12	9	109.29	2.775	0.685	92.40	4	63
15m-nifty-multi-day-swing-target-engine-v1-0	15m	PIEVERSEUSD	139	65	313.77	1.239	0.110	-62.92	6	42
15m-nifty-multi-day-swing-target-engine-v1-0	15m	LINKUSD	132	45	-422.55	0.487	-0.203	-536.46	1	42
15m-nifty-multi-day-swing-target-engine-v1-0	15m	BNBUSD	39	12	-170.82	0.346	-0.239	-282.12	1	42
adaptive-atr-extension-scanner	1h	AKEUSD	50	35	730.11	3.156	0.716	736.45	5	63
15m-nifty-multi-day-swing-target-engine-v1-0	15m	BCHUSD	131	39	-445.30	0.479	-0.219	-566.45	1	42
3commas-trail-hunter-reversal-long	1h	COOKIEUSD	41	21	-6.72	0.984	0.003	-63.28	2	125
3commas-trail-hunter-reversal-long	1h	1000PEPEUSD	43	22	87.07	1.199	0.113	13.52	4	125
adaptive-atr-extension-scanner	4h	AVAXUSD	60	30	19.12	1.034	0.033	-69.51	3	333
3commas-trail-hunter-reversal-long	4h	AVAXUSD	7	4	-15.36	0.742	-0.105	-21.61	2	333
3commas-trail-hunter-reversal-long	1h	ETCUSD	32	19	112.76	1.414	0.179	2.70	6	125
3commas-trail-hunter-reversal-long	15m	AVAXUSD	6	2	-55.51	0.271	-0.469	-62.74	2	42
3commas-trail-hunter-reversal-long	1h	WIFUSD	42	19	-65.38	0.859	-0.069	-169.60	4	125
adaptive-atr-extension-scanner	1h	AVAXUSD	76	38	-34.26	0.948	-0.012	-185.85	3	125
3commas-trail-hunter-reversal-long	1h	DOGEUSD	37	16	-111.63	0.718	-0.149	-167.22	3	125
adaptive-atr-extension-scanner	15m	AVAXUSD	70	28	-274.28	0.622	-0.216	-259.20	1	42
adaptive-atr-extension-scanner	4h	MUBARAKUSD	79	39	-39.03	0.944	-0.013	-62.36	2	333
asian-box-breakout-eda-tuned	15m	AKEUSD	4	1	-26.63	0.485	-0.386	-25.99	1	42
3commas-trail-hunter-reversal-long	1h	ETHUSD	28	10	-139.78	0.590	-0.259	-167.18	3	125
3commas-trail-hunter-reversal-long	1h	SOLUSD	29	14	-104.57	0.631	-0.185	-174.16	3	125
adaptive-atr-extension-scanner	4h	SAGAUSD	49	27	220.68	1.458	0.222	192.92	5	333
3commas-trail-hunter-reversal-long	15m	MUBARAKUSD	14	5	-94.36	0.442	-0.345	-102.86	2	42
3commas-trail-hunter-reversal-long	1h	ZECUSD	45	25	-8.27	0.979	-0.000	-42.07	4	125
adaptive-atr-extension-scanner	1h	MUBARAKUSD	99	40	-105.65	0.898	-0.037	-258.82	4	125
3commas-trail-hunter-reversal-long	1h	AAVEUSD	38	17	-93.94	0.750	-0.128	-138.93	2	125
3commas-trail-hunter-reversal-long	4h	MUBARAKUSD	22	11	-79.01	0.568	-0.182	-89.29	0	333
adaptive-atr-extension-scanner	4h	AINUSD	64	37	599.99	1.737	0.392	526.61	5	333
3commas-trail-hunter-reversal-long	1h	NEARUSD	39	21	-36.22	0.897	-0.038	-80.33	4	125
adaptive-atr-extension-scanner	15m	MUBARAKUSD	113	54	293.91	1.228	0.137	5.42	5	42
asian-box-breakout-eda-tuned	15m	AVAXUSD	15	7	-63.28	0.580	-0.210	-107.02	1	42
3commas-trail-hunter-reversal-long	1h	FILUSD	40	20	115.78	1.253	0.153	10.17	4	125
adaptive-atr-extension-scanner	1h	SAGAUSD	89	39	-155.03	0.822	-0.080	-244.51	3	125
adaptive-atr-extension-scanner	4h	COOKIEUSD	44	23	43.17	1.108	0.061	14.95	4	333
3commas-trail-hunter-reversal-long	15m	SAGAUSD	2	1	-6.14	0.693	-0.146	-5.87	1	42
3commas-trail-hunter-reversal-long	1h	SUIUSD	45	26	137.95	1.319	0.154	43.83	5	125
3commas-trail-hunter-reversal-long	1h	UNIUSD	41	30	344.72	2.487	0.372	278.47	6	125
adaptive-atr-extension-scanner	4h	1000PEPEUSD	48	21	141.20	1.251	0.164	34.98	5	268
3commas-trail-hunter-reversal-long	1h	HYPEUSD	41	25	102.11	1.292	0.128	35.20	6	125
3commas-trail-hunter-reversal-long	4h	SAGAUSD	13	8	-25.89	0.743	-0.095	-32.74	1	333
adaptive-atr-extension-scanner	15m	SAGAUSD	61	37	225.05	1.413	0.182	14.31	4	42
adaptive-atr-extension-scanner	1h	AINUSD	87	37	83.86	1.085	0.068	-125.03	4	125
3commas-trail-hunter-reversal-long	1h	VVVUSD	39	27	101.07	1.398	0.133	104.01	6	125
asian-box-breakout-eda-tuned	15m	MUBARAKUSD	24	13	274.43	2.140	0.539	196.99	8	42
3commas-trail-hunter-reversal-long	15m	AINUSD	1	1	23.07	99.000	1.154	17.47	1	42
adaptive-atr-extension-scanner	4h	ETCUSD	55	25	11.76	1.020	0.032	16.00	3	333
3commas-trail-hunter-reversal-long	1h	XRPUSD	26	12	-88.52	0.680	-0.169	-143.00	3	125
3commas-trail-hunter-reversal-long	1h	BTCUSD	28	13	-101.28	0.641	-0.183	-134.47	2	125
adaptive-atr-extension-scanner	4h	WIFUSD	47	27	466.23	1.965	0.433	399.21	6	333
3commas-trail-hunter-reversal-long	1h	TAOUSD	49	18	-287.69	0.465	-0.337	-322.46	2	125
adaptive-atr-extension-scanner	1h	COOKIEUSD	97	48	175.39	1.164	0.103	7.40	4	125
adaptive-atr-extension-scanner	15m	AINUSD	34	15	107.35	1.253	0.176	87.95	3	42
3commas-trail-hunter-reversal-long	4h	AINUSD	10	7	54.37	2.467	0.274	49.14	3	333
3commas-trail-hunter-reversal-long	1h	EVAAUSD	44	22	40.49	1.102	0.059	-44.98	4	125
3commas-trail-hunter-reversal-long	15m	COOKIEUSD	2	0	-39.60	0.000	-1.000	-39.60	0	42
3commas-trail-hunter-reversal-long	1h	PIEVERSEUSD	32	19	301.22	2.046	0.434	213.47	6	125
adaptive-atr-extension-scanner	4h	DOGEUSD	47	27	283.22	1.629	0.288	68.95	5	333
asian-box-breakout-eda-tuned	15m	SAGAUSD	16	12	247.09	3.560	0.710	129.60	6	42
3commas-trail-hunter-reversal-long	1h	LINKUSD	38	12	-274.85	0.396	-0.416	-319.74	3	125
adaptive-atr-extension-scanner	1h	1000PEPEUSD	98	42	-19.83	0.980	0.011	-270.18	4	125
3commas-trail-hunter-reversal-long	1h	BNBUSD	25	12	9.07	1.036	0.033	-47.42	3	125
adaptive-atr-extension-scanner	4h	ETHUSD	46	22	-74.23	0.835	-0.075	-27.23	3	333
3commas-trail-hunter-reversal-long	15m	1000PEPEUSD	3	2	31.58	2.581	0.535	19.20	2	42
adaptive-atr-extension-scanner	15m	COOKIEUSD	55	22	-121.36	0.796	-0.101	-210.28	1	42
3commas-trail-hunter-reversal-long	1h	BCHUSD	37	17	-88.82	0.762	-0.116	-110.89	2	125
adaptive-atr-extension-scanner	4h	SOLUSD	38	20	120.34	1.360	0.167	98.53	3	333
adaptive-atr-extension-scanner	1h	ETCUSD	73	28	-157.37	0.800	-0.097	-223.55	3	125
3commas-trail-hunter-reversal-long	4h	COOKIEUSD	13	5	-53.48	0.571	-0.204	-60.06	0	333
asian-box-breakout-eda-tuned	1h	AKEUSD	2	1	-3.61	0.780	-0.008	-4.35	0	63
asian-box-breakout-eda-tuned	15m	AINUSD	3	2	-3.93	0.801	-0.061	-4.58	1	42
3commas-trail-hunter-reversal-long	15m	ETCUSD	2	1	65.19	4.260	1.673	-16.37	1	42
adaptive-atr-extension-scanner	4h	ZECUSD	55	32	433.19	1.827	0.361	298.01	6	333
adaptive-atr-extension-scanner	15m	1000PEPEUSD	50	24	295.14	1.510	0.286	86.87	6	42
adaptive-atr-extension-scanner	1h	WIFUSD	76	37	21.94	1.032	0.031	-109.06	4	125
adaptive-atr-extension-scanner	4h	AAVEUSD	52	26	30.37	1.068	0.058	15.54	4	333
3commas-trail-hunter-reversal-long	15m	WIFUSD	4	3	179.15	9.958	2.144	133.37	3	42
3commas-trail-hunter-reversal-long	4h	1000PEPEUSD	9	5	-4.64	0.924	-0.022	-11.94	2	268
adaptive-atr-extension-scanner	4h	NEARUSD	70	43	523.60	1.791	0.320	510.78	5	333
adaptive-atr-extension-scanner	1h	DOGEUSD	89	39	-204.51	0.743	-0.116	-285.17	2	125
adaptive-atr-extension-scanner	15m	ETCUSD	35	16	-90.05	0.763	-0.124	-163.01	2	42
asian-box-breakout-eda-tuned	1h	AVAXUSD	20	13	24.30	1.200	0.066	11.86	2	125
asian-box-breakout-eda-tuned	15m	COOKIEUSD	14	7	-45.42	0.666	-0.158	-72.15	3	42
adaptive-atr-extension-scanner	4h	FILUSD	57	29	19.53	1.037	0.030	23.77	3	333
3commas-trail-hunter-reversal-long	15m	DOGEUSD	8	2	-70.09	0.371	-0.443	-81.08	2	42
adaptive-atr-extension-scanner	1h	ETHUSD	60	36	411.66	1.781	0.310	40.46	5	125
adaptive-atr-extension-scanner	4h	SUIUSD	59	32	292.67	1.497	0.242	178.34	5	333
adaptive-atr-extension-scanner	15m	WIFUSD	53	28	201.48	1.380	0.195	-0.42	3	42
3commas-trail-hunter-reversal-long	4h	ETCUSD	9	3	-61.71	0.483	-0.344	-68.87	2	333
adaptive-atr-extension-scanner	4h	UNIUSD	54	31	144.93	1.322	0.137	146.25	4	333
asian-box-breakout-eda-tuned	1h	MUBARAKUSD	44	29	546.17	2.392	0.519	508.35	6	125
adaptive-atr-extension-scanner	1h	SOLUSD	74	43	224.89	1.368	0.158	110.96	4	125
3commas-trail-hunter-reversal-long	15m	ETHUSD	2	2	9.09	99.000	0.228	5.75	2	42
asian-box-breakout-eda-tuned	15m	1000PEPEUSD	11	8	222.59	4.505	0.961	129.82	4	42
adaptive-atr-extension-scanner	4h	HYPEUSD	65	35	196.21	1.327	0.160	123.87	5	333
adaptive-atr-extension-scanner	15m	DOGEUSD	91	46	57.67	1.060	0.047	-179.66	3	42
adaptive-atr-extension-scanner	4h	VVVUSD	61	32	173.76	1.242	0.146	113.32	4	333
3commas-trail-hunter-reversal-long	4h	WIFUSD	9	6	57.51	1.886	0.322	47.46	3	333
adaptive-atr-extension-scanner	1h	ZECUSD	68	36	292.87	1.387	0.219	-1.85	4	125
asian-box-breakout-eda-tuned	1h	SAGAUSD	24	19	267.73	4.904	0.502	218.60	5	125
3commas-trail-hunter-reversal-long	15m	SOLUSD	2	2	24.36	99.000	0.635	19.86	2	42
adaptive-atr-extension-scanner	4h	XRPUSD	49	26	219.44	1.450	0.222	118.30	5	333
asian-box-breakout-eda-tuned	15m	ETCUSD	10	7	70.68	2.134	0.353	-10.96	4	42
adaptive-atr-extension-scanner	1h	AAVEUSD	95	40	-189.69	0.783	-0.092	-266.66	2	125
adaptive-atr-extension-scanner	15m	ETHUSD	56	30	185.27	1.313	0.176	-2.79	4	42
adaptive-atr-extension-scanner	4h	BTCUSD	49	26	-87.49	0.783	-0.085	-176.88	4	333
3commas-trail-hunter-reversal-long	4h	DOGEUSD	11	7	-1.79	0.978	-0.001	-13.60	1	333
adaptive-atr-extension-scanner	4h	TAOUSD	74	39	144.46	1.203	0.105	53.71	4	333
asian-box-breakout-eda-tuned	1h	AINUSD	20	17	578.42	11.577	1.188	495.65	6	125
adaptive-atr-extension-scanner	1h	NEARUSD	87	39	-191.46	0.767	-0.109	-269.32	2	125
adaptive-atr-extension-scanner	15m	SOLUSD	91	43	-23.94	0.977	0.004	-235.56	3	42
3commas-trail-hunter-reversal-long	15m	ZECUSD	14	7	29.52	1.220	0.112	-25.67	3	42
adaptive-atr-extension-scanner	4h	EVAAUSD	66	35	446.98	1.611	0.307	412.23	4	333
asian-box-breakout-eda-tuned	15m	WIFUSD	14	8	52.74	1.426	0.197	-42.19	3	42
3commas-trail-hunter-reversal-long	4h	ETHUSD	7	6	94.96	5.481	0.663	80.32	3	333
adaptive-atr-extension-scanner	4h	PIEVERSEUSD	30	16	167.00	1.539	0.280	140.84	4	154
adaptive-atr-extension-scanner	1h	FILUSD	70	24	-307.36	0.548	-0.248	-393.67	1	125
asian-box-breakout-eda-tuned	1h	COOKIEUSD	21	12	27.12	1.142	0.074	-8.00	2	125
adaptive-atr-extension-scanner	4h	LINKUSD	53	33	229.37	1.521	0.208	135.75	7	333
adaptive-atr-extension-scanner	15m	ZECUSD	107	59	492.10	1.457	0.205	273.27	7	42
adaptive-atr-extension-scanner	1h	SUIUSD	68	28	-288.58	0.544	-0.240	-307.42	2	125
3commas-trail-hunter-reversal-long	15m	AAVEUSD	5	1	-56.12	0.223	-0.593	-69.65	0	42
adaptive-atr-extension-scanner	4h	BNBUSD	52	29	38.07	1.091	0.048	-34.56	3	333
3commas-trail-hunter-reversal-long	4h	SOLUSD	12	8	43.98	1.548	0.202	10.92	2	333
asian-box-breakout-eda-tuned	15m	DOGEUSD	15	7	-40.89	0.734	-0.129	-70.62	3	42
asian-box-breakout-eda-tuned	1h	1000PEPEUSD	25	12	382.13	2.759	0.689	256.60	3	125
adaptive-atr-extension-scanner	4h	BCHUSD	48	22	131.16	1.263	0.153	73.56	3	333
adaptive-atr-extension-scanner	1h	UNIUSD	91	57	475.29	1.621	0.228	392.50	7	125
adaptive-atr-extension-scanner	15m	AAVEUSD	108	48	-217.35	0.798	-0.108	-307.72	3	42
asian-box-breakout-eda-tuned	4h	AKEUSD	0	0	0.00	0.000	0.000	0.00	0	63
3commas-trail-hunter-reversal-long	15m	NEARUSD	10	4	-60.49	0.462	-0.304	-65.73	2	42
adaptive-atr-extension-scanner	1h	HYPEUSD	96	46	-190.84	0.784	-0.098	-278.60	2	125
3commas-trail-hunter-reversal-long	4h	ZECUSD	15	9	-8.05	0.909	0.013	-15.76	1	333
adaptive-atr-extension-scanner	15m	NEARUSD	101	43	-87.84	0.927	-0.025	-276.77	3	42
3commas-trail-hunter-reversal-long	15m	FILUSD	2	1	2.75	1.138	0.080	-2.14	1	42
asian-box-breakout-eda-tuned	1h	ETCUSD	23	12	47.18	1.270	0.110	73.82	3	125
asian-box-breakout-eda-tuned	15m	ETHUSD	15	7	-62.03	0.597	-0.205	-105.46	1	42
adaptive-atr-extension-scanner	1h	VVVUSD	89	42	-119.79	0.859	-0.061	-149.56	3	125
asian-box-breakout-eda-tuned	4h	AVAXUSD	28	17	192.98	2.383	0.325	143.54	4	333
3commas-trail-hunter-reversal-long	4h	AAVEUSD	10	6	4.12	1.063	0.017	-3.82	2	333
3commas-trail-hunter-reversal-long	15m	SUIUSD	6	1	-88.53	0.063	-0.764	-89.94	1	42
adaptive-atr-extension-scanner	15m	FILUSD	60	26	-125.83	0.780	-0.098	-156.93	2	42
adaptive-atr-extension-scanner	1h	XRPUSD	77	40	324.04	1.383	0.204	126.86	4	125
asian-box-breakout-eda-tuned	1h	WIFUSD	26	14	103.95	1.406	0.213	51.70	3	125
asian-box-breakout-eda-tuned	4h	MUBARAKUSD	55	35	464.09	2.992	0.355	426.96	6	333
asian-box-breakout-eda-tuned	15m	SOLUSD	16	8	-42.39	0.711	-0.131	-95.52	2	42
3commas-trail-hunter-reversal-long	4h	NEARUSD	16	11	51.41	1.559	0.164	38.09	3	333
3commas-trail-hunter-reversal-long	15m	UNIUSD	7	4	23.06	1.375	0.175	6.60	3	42
adaptive-atr-extension-scanner	15m	SUIUSD	64	34	137.93	1.209	0.118	-108.27	4	42
adaptive-atr-extension-scanner	1h	BTCUSD	56	35	217.93	1.496	0.192	-26.72	4	125
asian-box-breakout-eda-tuned	1h	DOGEUSD	16	9	73.21	1.667	0.234	46.11	3	125
adaptive-atr-extension-scanner	1h	TAOUSD	82	39	-85.20	0.893	-0.040	-200.79	4	125
adaptive-atr-extension-scanner	15m	UNIUSD	129	71	224.83	1.170	0.094	-78.25	3	42
3commas-trail-hunter-reversal-long	4h	FILUSD	14	8	-25.82	0.779	-0.087	-35.93	1	333
asian-box-breakout-eda-tuned	15m	ZECUSD	25	12	-3.58	0.987	-0.003	2.81	3	42
3commas-trail-hunter-reversal-long	15m	HYPEUSD	4	4	58.61	99.000	0.720	33.02	3	42
asian-box-breakout-eda-tuned	4h	SAGAUSD	20	13	282.36	8.081	0.633	262.29	4	333
adaptive-atr-extension-scanner	1h	EVAAUSD	102	44	-31.38	0.977	0.004	-158.11	3	125
asian-box-breakout-eda-tuned	1h	ETHUSD	40	16	-125.35	0.677	-0.157	-128.76	2	125
adaptive-atr-extension-scanner	15m	HYPEUSD	83	40	-134.55	0.827	-0.074	-308.57	3	42
3commas-trail-hunter-reversal-long	4h	SUIUSD	13	3	-142.08	0.229	-0.581	-147.10	0	333
3commas-trail-hunter-reversal-long	15m	VVVUSD	8	5	22.95	1.382	0.148	24.05	3	42
adaptive-atr-extension-scanner	1h	PIEVERSEUSD	84	42	1060.83	2.073	0.470	655.54	6	125
asian-box-breakout-eda-tuned	4h	AINUSD	39	25	313.05	3.167	0.367	268.04	5	333
asian-box-breakout-eda-tuned	1h	SOLUSD	39	22	183.58	1.621	0.247	5.58	3	125
3commas-trail-hunter-reversal-long	15m	XRPUSD	7	3	-53.96	0.318	-0.390	-74.81	1	42
