scanner	tf	symbol	trades	wins	net	pf	avgR	netStress	windowsUp	days
momentum-bands-breakout	1h	TAOUSD	59	40	423.72	2.155	0.312	285.18	5	125
momentum-sequence-strategy	1h	DOGEUSD	7	4	-14.50	0.756	-0.097	-29.69	2	125
momentum-sequence-strategy	15m	ETCUSD	5	0	-94.57	0.000	-0.984	-94.66	0	42
momentum-sequence-strategy	4h	MUBARAKUSD	5	2	-6.63	0.880	-0.055	-8.85	2	333
momentum-sequence-strategy	4h	SAGAUSD	7	3	-26.36	0.676	-0.181	-29.64	2	333
momentum-sequence-strategy	1h	ETHUSD	19	9	70.20	1.392	0.204	19.02	3	125
momentum-sequence-strategy	15m	WIFUSD	1	0	-20.00	0.000	-1.000	-20.00	0	42
momentum-sequence-strategy	4h	AINUSD	6	3	-13.24	0.772	-0.100	-14.46	2	333
momentum-bands-breakout	1h	EVAAUSD	80	55	1023.35	2.696	0.459	864.65	6	125
momentum-sequence-strategy	1h	SOLUSD	17	10	49.62	1.340	0.162	-18.18	4	125
momentum-sequence-strategy	4h	COOKIEUSD	5	3	-4.02	0.899	-0.034	-5.85	1	333
momentum-sequence-strategy	15m	DOGEUSD	14	7	-39.28	0.711	-0.134	-89.61	3	42
momentum-sequence-strategy	4h	1000PEPEUSD	6	3	10.91	1.189	0.104	8.09	2	268
momentum-sequence-strategy	1h	ZECUSD	18	9	117.42	1.667	0.383	106.08	3	125
momentum-sequence-strategy	4h	ETCUSD	10	4	-15.12	0.870	-0.060	-23.20	2	333
momentum-bands-breakout	1h	PIEVERSEUSD	79	52	641.10	2.098	0.329	441.31	6	125
momentum-bands-breakout	4h	SAGAUSD	39	28	620.23	3.112	0.644	570.98	7	333
momentum-sequence-strategy	15m	ETHUSD	11	5	-19.56	0.832	-0.078	-41.53	2	42
momentum-sequence-strategy	1h	AAVEUSD	11	5	-31.83	0.722	-0.118	-41.21	2	125
momentum-sequence-strategy	4h	WIFUSD	7	4	169.91	3.628	1.189	158.66	3	333
momentum-sequence-strategy	4h	DOGEUSD	8	4	4.70	1.057	0.047	-1.12	2	333
momentum-sequence-strategy	1h	NEARUSD	5	4	146.01	8.322	1.402	131.38	2	125
momentum-sequence-strategy	15m	SOLUSD	23	15	88.30	1.527	0.198	-43.02	3	42
momentum-bands-breakout	1h	LINKUSD	64	49	336.89	2.126	0.233	160.79	7	125
momentum-sequence-strategy	4h	ETHUSD	14	9	99.40	1.937	0.353	76.15	5	333
momentum-sequence-strategy	1h	FILUSD	3	1	-22.44	0.421	-0.370	-24.26	1	125
momentum-sequence-strategy	4h	SOLUSD	8	2	-64.85	0.378	-0.429	-64.55	2	333
momentum-sequence-strategy	15m	ZECUSD	13	2	-165.60	0.161	-0.714	-174.54	0	42
momentum-sequence-strategy	1h	SUIUSD	1	0	-19.99	0.000	-1.000	-19.99	0	125
momentum-sequence-strategy	4h	ZECUSD	12	8	102.78	2.434	0.427	80.91	3	333
momentum-bands-breakout	1h	BNBUSD	30	23	177.73	3.026	0.283	92.65	5	125
momentum-sequence-strategy	4h	AAVEUSD	10	3	-55.25	0.554	-0.280	-73.17	1	333
momentum-sequence-strategy	1h	UNIUSD	13	6	-27.61	0.798	-0.095	-38.04	2	125
momentum-sequence-strategy	15m	AAVEUSD	13	2	-138.60	0.286	-0.581	-147.77	0	42
momentum-sequence-strategy	4h	NEARUSD	11	6	58.37	1.550	0.281	21.63	3	333
momentum-sequence-strategy	1h	HYPEUSD	10	5	10.41	1.106	0.070	-2.79	3	125
momentum-bands-breakout	1h	BCHUSD	50	37	430.50	2.961	0.373	312.24	6	125
momentum-sequence-strategy	4h	FILUSD	5	2	-20.45	0.653	-0.196	-22.33	2	333
momentum-sequence-strategy	15m	NEARUSD	6	2	-52.43	0.336	-0.441	-56.18	1	42
momentum-bands-breakout	4h	AINUSD	47	37	576.50	3.361	0.505	530.58	6	333
momentum-sequence-strategy	1h	VVVUSD	15	6	42.31	1.255	0.180	29.59	2	125
momentum-sequence-strategy	4h	SUIUSD	11	4	-91.81	0.299	-0.431	-107.45	2	333
momentum-sequence-strategy	15m	FILUSD	4	2	14.12	1.369	0.193	7.32	2	42
momentum-sequence-strategy	4h	UNIUSD	10	9	286.54	14.763	1.297	233.38	6	333
momentum-sequence-strategy	1h	XRPUSD	16	7	-40.84	0.763	-0.118	-71.10	3	125
ms-hypersupertrend	15m	AKEUSD	32	17	24.54	1.097	0.057	-4.45	4	42
momentum-sequence-strategy	4h	HYPEUSD	12	7	10.10	1.098	0.051	9.95	3	333
momentum-sequence-strategy	15m	SUIUSD	8	5	9.54	1.156	0.067	-23.13	2	42
momentum-sequence-strategy	1h	BTCUSD	9	5	-13.90	0.815	-0.069	-27.43	2	125
momentum-sequence-strategy	4h	VVVUSD	14	7	-29.18	0.788	-0.096	-34.44	3	333
momentum-sequence-strategy	4h	XRPUSD	12	5	-57.49	0.577	-0.238	-65.94	3	333
momentum-sequence-strategy	1h	TAOUSD	5	3	25.04	1.629	0.265	16.56	3	125
momentum-sequence-strategy	15m	UNIUSD	21	14	95.24	1.627	0.229	34.19	4	42
momentum-sequence-strategy	4h	BTCUSD	18	9	26.07	1.152	0.087	-13.10	2	333
ms-hypersupertrend	15m	AVAXUSD	42	19	-138.21	0.688	-0.168	-125.51	1	42
momentum-sequence-strategy	1h	EVAAUSD	10	3	-91.28	0.328	-0.473	-100.17	2	125
momentum-sequence-strategy	4h	TAOUSD	11	7	27.74	1.343	0.134	22.10	4	333
momentum-sequence-strategy	15m	HYPEUSD	13	8	17.52	1.167	0.076	-42.36	3	42
momentum-sequence-strategy	4h	EVAAUSD	10	4	8.26	1.070	0.060	21.96	2	333
momentum-sequence-strategy	1h	PIEVERSEUSD	12	4	-109.49	0.266	-0.484	-114.12	2	125
momentum-sequence-strategy	4h	PIEVERSEUSD	1	1	46.26	99.000	2.353	44.51	1	154
momentum-bands-breakout	4h	COOKIEUSD	33	22	138.50	1.601	0.206	108.68	5	333
momentum-sequence-strategy	4h	LINKUSD	5	5	127.23	99.000	1.222	116.71	4	333
l-l-htf-trend-cloud-strategy-joe-freedom	1h	AAVEUSD	4	3	26.36	2.325	0.356	35.04	3	125
momentum-sequence-strategy	15m	VVVUSD	13	6	-7.86	0.944	-0.015	-49.12	2	42
momentum-sequence-strategy	1h	LINKUSD	12	4	-77.19	0.503	-0.326	-94.19	2	125
ms-hypersupertrend	15m	MUBARAKUSD	70	27	-155.48	0.780	-0.102	-179.40	4	42
momentum-sequence-strategy	4h	BNBUSD	11	7	114.66	2.322	0.549	107.24	4	333
momentum-sequence-strategy	1h	BNBUSD	16	7	-86.99	0.485	-0.279	-147.45	3	125
momentum-sequence-strategy	4h	BCHUSD	9	3	-67.70	0.413	-0.382	-70.55	2	333
momentum-sequence-strategy	15m	XRPUSD	17	10	46.98	1.332	0.147	63.38	5	42
ms-hypersupertrend	1h	AKEUSD	16	10	160.40	2.419	0.634	153.77	5	63
momentum-sequence-strategy	1h	BCHUSD	14	5	-43.38	0.762	-0.134	-58.75	3	125
ms-hypersupertrend	15m	SAGAUSD	67	28	-155.38	0.759	-0.113	-189.89	4	42
momentum-sequence-strategy	15m	BTCUSD	8	5	91.47	2.380	0.584	45.47	2	42
ms-hypersupertrend	4h	AKEUSD	0	0	0.00	0.000	0.000	0.00	0	63
ms-hypersupertrend	4h	AVAXUSD	9	4	-8.38	0.914	-0.035	-14.71	2	333
ms-hypersupertrend	1h	AVAXUSD	24	14	4.64	1.024	0.017	-58.40	1	125
momentum-sequence-strategy	15m	TAOUSD	1	0	-19.96	0.000	-1.000	-19.96	0	42
ms-hypersupertrend	15m	AINUSD	26	12	152.92	1.619	0.310	91.60	3	42
momentum-bands-breakout	4h	1000PEPEUSD	41	21	-69.21	0.819	-0.078	-95.95	5	268
ms-hypersupertrend	4h	MUBARAKUSD	19	15	217.12	3.395	0.528	182.13	4	333
momentum-sequence-strategy	15m	EVAAUSD	5	3	-3.00	0.924	-0.023	-6.27	1	42
ms-hypersupertrend	1h	MUBARAKUSD	52	20	54.79	1.109	0.074	0.59	4	125
ms-hypersupertrend	4h	SAGAUSD	11	7	191.92	2.989	0.843	182.42	2	333
ms-hypersupertrend	15m	COOKIEUSD	42	20	125.16	1.316	0.158	-15.38	2	42
momentum-sequence-strategy	15m	PIEVERSEUSD	8	5	34.36	1.572	0.222	15.07	3	42
ms-hypersupertrend	4h	AINUSD	12	7	27.45	1.258	0.132	25.96	3	333
mcginley-t3-flow-campaign-nick789-v-1	15m	SAGAUSD	65	31	-118.26	0.803	-0.086	-212.04	2	42
ms-hypersupertrend	1h	SAGAUSD	40	22	161.61	1.439	0.206	87.37	3	125
ms-hypersupertrend	4h	COOKIEUSD	10	3	-98.75	0.257	-0.512	-100.59	0	333
momentum-sequence-strategy	15m	LINKUSD	15	6	35.18	1.174	0.151	-0.32	2	42
ms-hypersupertrend	1h	AINUSD	27	15	177.75	1.727	0.328	137.86	5	125
ms-hypersupertrend	4h	1000PEPEUSD	10	5	34.09	1.338	0.184	26.53	2	268
ms-hypersupertrend	15m	1000PEPEUSD	56	29	227.73	1.421	0.202	73.40	3	42
ms-hypersupertrend	4h	ETCUSD	7	6	93.82	5.322	0.651	82.44	2	333
momentum-sequence-strategy	15m	BNBUSD	4	0	-73.78	0.000	-0.958	-73.72	0	42
ms-hypersupertrend	1h	COOKIEUSD	33	15	151.00	1.413	0.236	86.12	4	125
momentum-bands-breakout	4h	ETCUSD	35	23	55.67	1.235	0.085	18.11	3	333
ms-hypersupertrend	4h	WIFUSD	15	7	-19.92	0.864	-0.058	-27.58	1	333
ms-hypersupertrend	15m	ETCUSD	59	29	88.07	1.147	0.088	-120.59	3	42
momentum-sequence-strategy	15m	BCHUSD	9	3	-85.27	0.233	-0.488	-97.14	3	42
ms-hypersupertrend	1h	1000PEPEUSD	39	19	72.78	1.195	0.110	43.95	3	125
ms-hypersupertrend	4h	DOGEUSD	12	5	-38.43	0.718	-0.156	-36.61	0	333
ms-hypersupertrend	4h	ETHUSD	19	8	-14.94	0.930	-0.017	-55.14	2	333
ms-hypersupertrend	15m	WIFUSD	64	23	99.99	1.121	0.100	-115.82	2	42
ms-hypersupertrend	1h	ETCUSD	34	14	-142.73	0.568	-0.218	-187.43	2	125
ms-hypersupertrend	4h	SOLUSD	10	6	64.18	1.869	0.361	65.96	2	333
ms-hypersupertrend	4h	ZECUSD	20	14	258.85	2.862	0.611	214.62	4	333
ms-hypersupertrend	1h	WIFUSD	38	17	38.42	1.098	0.068	-19.27	3	125
ms-hypersupertrend	15m	DOGEUSD	37	22	200.39	1.594	0.267	77.27	3	42
ms-hypersupertrend	4h	AAVEUSD	13	5	-55.24	0.603	-0.236	-55.82	0	333
multi-timeframe-trend-alignment-framework	15m	AKEUSD	24	10	-12.08	0.947	-0.031	-56.52	1	42
momentum-bands-breakout	4h	WIFUSD	38	28	333.38	2.492	0.389	286.35	5	333
ms-hypersupertrend	1h	DOGEUSD	17	12	168.87	2.707	0.478	83.06	4	125
ms-hypersupertrend	4h	NEARUSD	24	17	137.49	1.989	0.278	141.91	3	333
ms-hypersupertrend	15m	ETHUSD	32	15	-36.73	0.887	-0.048	-171.43	3	42
ms-hypersupertrend	1h	ETHUSD	31	17	17.11	1.059	0.036	-52.30	5	125
ms-hypersupertrend	4h	FILUSD	10	4	-53.06	0.543	-0.264	-56.70	1	333
l-l-htf-trend-cloud-strategy-joe-freedom	1h	NEARUSD	8	3	-45.46	0.540	-0.282	-40.95	2	125
ms-hypersupertrend	4h	SUIUSD	9	8	221.60	10.965	1.153	205.54	3	333
ms-hypersupertrend	15m	SOLUSD	36	19	6.95	1.020	0.028	-106.52	2	42
ms-hypersupertrend	4h	UNIUSD	15	9	62.57	1.535	0.215	81.74	2	333
ms-hypersupertrend	1h	SOLUSD	28	14	25.32	1.098	0.061	-109.83	2	125
ms-hypersupertrend	4h	HYPEUSD	26	15	113.22	1.505	0.228	86.47	4	333
multi-timeframe-trend-alignment-framework	15m	AVAXUSD	14	6	-75.85	0.491	-0.275	-122.81	2	42
ms-hypersupertrend	4h	VVVUSD	34	20	137.89	1.477	0.206	112.81	6	333
momentum-bands-breakout	4h	DOGEUSD	29	26	405.85	6.687	0.602	312.71	7	333
ms-hypersupertrend	1h	ZECUSD	37	20	335.14	1.885	0.419	247.36	4	125
ms-hypersupertrend	15m	ZECUSD	63	33	579.00	1.838	0.403	431.18	5	42
ms-hypersupertrend	4h	XRPUSD	12	3	-82.51	0.515	-0.345	-94.97	1	333
ms-hypersupertrend	1h	AAVEUSD	44	21	-15.00	0.965	-0.003	-98.72	4	125
ms-hypersupertrend	4h	BTCUSD	18	8	-84.17	0.539	-0.238	-94.68	1	333
ms-hypersupertrend	15m	AAVEUSD	55	31	353.05	1.632	0.297	177.80	4	42
ms-hypersupertrend	1h	NEARUSD	39	20	203.00	1.502	0.260	132.62	5	125
ms-hypersupertrend	4h	TAOUSD	15	9	60.15	1.500	0.208	49.76	3	333
multi-timeframe-trend-alignment-framework	15m	MUBARAKUSD	48	21	-125.52	0.758	-0.125	-231.18	3	42
ms-hypersupertrend	4h	EVAAUSD	11	6	192.33	2.667	0.852	184.57	4	333
ms-hypersupertrend	1h	FILUSD	31	17	155.29	1.528	0.259	95.22	3	125
ms-hypersupertrend	15m	NEARUSD	87	44	87.00	1.095	0.062	-61.42	3	42
ms-hypersupertrend	4h	PIEVERSEUSD	15	7	-17.90	0.887	-0.048	-58.42	3	154
momentum-bands-breakout	4h	ETHUSD	41	26	121.95	1.417	0.158	60.92	3	333
ms-hypersupertrend	4h	LINKUSD	14	8	42.30	1.357	0.162	-35.83	3	333
ms-hypersupertrend	1h	SUIUSD	30	13	-53.42	0.817	-0.080	-116.84	3	125
ms-hypersupertrend	15m	FILUSD	59	36	516.08	1.932	0.373	159.21	5	42
ms-hypersupertrend	4h	BNBUSD	22	9	-91.54	0.598	-0.218	-164.32	2	333
ms-hypersupertrend	1h	UNIUSD	47	24	154.90	1.333	0.172	53.66	3	125
ms-hypersupertrend	4h	BCHUSD	10	4	-28.52	0.758	-0.132	-61.76	2	333
multi-timeframe-trend-alignment-framework	15m	SAGAUSD	19	9	18.83	1.098	0.062	-10.31	3	42
ms-hypersupertrend	1h	HYPEUSD	33	18	317.00	1.845	0.453	225.33	5	125
ms-hypersupertrend	15m	SUIUSD	60	30	117.98	1.205	0.110	18.37	3	42
ms-hypersupertrend	1h	VVVUSD	39	19	89.27	1.231	0.130	51.41	4	125
ms-hypersupertrend	15m	UNIUSD	61	33	241.73	1.374	0.194	53.94	4	42
multi-timeframe-trend-alignment-framework	1h	AKEUSD	9	5	23.35	1.396	0.159	26.75	3	63
momentum-bands-breakout	4h	SOLUSD	44	29	199.52	2.069	0.218	121.68	5	333
ms-hypersupertrend	1h	XRPUSD	18	8	164.61	1.760	0.475	133.11	3	125
multi-timeframe-trend-alignment-framework	15m	AINUSD	15	10	169.13	2.597	0.554	95.55	5	42
ms-hypersupertrend	15m	HYPEUSD	57	34	122.04	1.274	0.113	-43.77	5	42
ms-hypersupertrend	1h	BTCUSD	22	12	31.37	1.158	0.089	-21.94	4	125
l-l-htf-trend-cloud-strategy-joe-freedom	1h	FILUSD	9	3	-22.04	0.812	-0.108	-37.26	2	125
ms-hypersupertrend	1h	TAOUSD	30	13	-53.44	0.839	-0.075	-108.38	1	125
ms-hypersupertrend	15m	VVVUSD	76	42	186.84	1.265	0.132	-29.81	5	42
multi-timeframe-trend-alignment-framework	1h	AVAXUSD	35	15	-130.86	0.624	-0.192	-166.84	3	125
ms-hypersupertrend	1h	EVAAUSD	23	14	144.19	1.693	0.314	121.12	2	125
momentum-bands-breakout	4h	ZECUSD	57	50	626.17	4.586	0.457	531.10	7	333
ms-hypersupertrend	15m	XRPUSD	40	22	83.40	1.197	0.119	55.79	1	42
multi-timeframe-trend-alignment-framework	15m	COOKIEUSD	18	8	-2.50	0.988	0.007	-51.79	2	42
ms-hypersupertrend	1h	PIEVERSEUSD	65	33	747.40	1.976	0.466	452.90	7	125
multi-timeframe-trend-alignment-framework	1h	MUBARAKUSD	36	14	-149.01	0.627	-0.213	-172.66	3	125
ms-hypersupertrend	15m	BTCUSD	14	8	119.79	1.964	0.436	33.06	2	42
ms-hypersupertrend	1h	LINKUSD	35	21	105.13	1.372	0.154	33.78	5	125
multi-timeframe-trend-alignment-framework	1h	SAGAUSD	27	16	203.67	1.895	0.358	130.68	5	125
ms-hypersupertrend	15m	TAOUSD	76	32	-278.93	0.612	-0.206	-374.32	2	42
ms-hypersupertrend	1h	BNBUSD	31	21	149.39	1.740	0.238	54.46	5	125
momentum-bands-breakout	4h	AAVEUSD	50	41	371.39	2.828	0.349	288.24	8	333
multi-timeframe-trend-alignment-framework	15m	1000PEPEUSD	17	8	-62.35	0.641	-0.181	-114.74	2	42
multi-timeframe-trend-alignment-framework	1h	AINUSD	21	13	90.44	1.659	0.218	65.54	5	125
ms-hypersupertrend	1h	BCHUSD	25	8	-220.87	0.259	-0.492	-141.43	2	125
multi-timeframe-trend-alignment-framework	4h	AKEUSD	2	1	11.43	1.700	0.229	11.01	1	63
ms-hypersupertrend	15m	EVAAUSD	33	15	58.22	1.166	0.108	-2.85	3	42
mcginley-t3-flow-campaign-nick789-v-1	15m	AINUSD	35	18	103.34	1.282	0.162	64.91	5	42
multi-timeframe-trend-alignment-framework	4h	AVAXUSD	33	12	-126.44	0.659	-0.198	-121.43	2	333
multi-timeframe-trend-alignment-framework	4h	MUBARAKUSD	17	9	77.28	1.498	0.234	65.35	4	333
multi-timeframe-trend-alignment-framework	1h	COOKIEUSD	32	15	6.89	1.021	0.024	-46.09	5	125
multi-timeframe-trend-alignment-framework	4h	SAGAUSD	17	8	-33.77	0.808	-0.091	-43.20	3	333
ms-hypersupertrend	15m	PIEVERSEUSD	73	38	829.88	1.857	0.448	407.56	4	42
multi-timeframe-trend-alignment-framework	4h	AINUSD	26	10	-104.84	0.628	-0.208	-87.32	3	333
multi-timeframe-trend-alignment-framework	4h	COOKIEUSD	27	10	-153.79	0.504	-0.299	-162.97	2	333
multi-timeframe-trend-alignment-framework	4h	1000PEPEUSD	16	7	-60.65	0.634	-0.187	-68.15	1	268
multi-timeframe-trend-alignment-framework	15m	ETCUSD	10	3	-47.95	0.644	-0.228	-65.65	1	42
multi-timeframe-trend-alignment-framework	4h	ETCUSD	32	14	-141.95	0.564	-0.231	-173.86	3	333
ms-hypersupertrend	15m	LINKUSD	55	28	344.07	1.523	0.300	61.29	3	42
momentum-bands-breakout	4h	NEARUSD	72	53	440.31	2.136	0.262	338.92	7	333
multi-timeframe-trend-alignment-framework	4h	WIFUSD	19	9	-37.18	0.800	-0.090	-48.61	4	333
multi-timeframe-trend-alignment-framework	1h	1000PEPEUSD	22	11	-5.50	0.975	-0.000	-81.96	4	125
multi-timeframe-trend-alignment-framework	4h	DOGEUSD	22	11	-20.51	0.903	-0.036	-35.21	3	333
multi-timeframe-trend-alignment-framework	4h	ETHUSD	26	7	-210.17	0.381	-0.452	-234.18	3	333
multi-timeframe-trend-alignment-framework	4h	SOLUSD	20	13	154.97	2.147	0.403	221.67	5	333
ms-hypersupertrend	15m	BNBUSD	21	12	45.68	1.256	0.124	-27.98	2	42
multi-timeframe-trend-alignment-framework	4h	ZECUSD	16	9	118.47	1.901	0.371	72.34	4	333
multi-timeframe-trend-alignment-framework	1h	ETCUSD	22	11	-30.62	0.855	-0.061	-54.52	4	125
multi-timeframe-trend-alignment-framework	4h	AAVEUSD	17	8	-31.48	0.769	-0.113	-42.94	3	333
multi-timeframe-trend-alignment-framework	4h	NEARUSD	18	7	-118.68	0.390	-0.344	-145.95	1	333
multi-timeframe-trend-alignment-framework	4h	FILUSD	26	13	-38.34	0.841	-0.066	-42.41	4	333
ms-hypersupertrend	15m	BCHUSD	55	28	26.96	1.049	0.043	-60.43	4	42
multi-timeframe-trend-alignment-framework	4h	SUIUSD	21	7	-106.21	0.591	-0.256	-117.80	2	333
multi-timeframe-trend-alignment-framework	15m	WIFUSD	22	6	-159.23	0.434	-0.383	-204.93	2	42
multi-timeframe-trend-alignment-framework	4h	UNIUSD	27	12	-57.09	0.802	-0.099	-95.10	3	333
multi-timeframe-trend-alignment-framework	1h	WIFUSD	30	18	196.35	1.746	0.313	82.24	5	125
multi-timeframe-trend-alignment-framework	4h	HYPEUSD	21	11	78.66	1.390	0.197	60.06	5	333
l-l-htf-trend-cloud-strategy-joe-freedom	1h	SUIUSD	9	1	-135.84	0.098	-0.802	-144.67	0	125
momentum-bands-breakout	4h	FILUSD	36	29	447.63	4.005	0.535	399.08	6	333
multi-timeframe-trend-alignment-framework	4h	VVVUSD	19	12	133.49	1.891	0.350	123.94	6	333
multi-timeframe-trend-alignment-framework	4h	XRPUSD	24	12	-28.59	0.875	-0.051	-46.49	3	333
multi-timeframe-trend-alignment-framework	4h	BTCUSD	22	14	94.08	1.603	0.228	80.09	5	333
multi-timeframe-trend-alignment-framework	1h	DOGEUSD	26	10	-120.65	0.588	-0.238	-163.91	3	125
multi-timeframe-trend-alignment-framework	4h	TAOUSD	18	12	110.96	1.891	0.305	96.02	6	333
multi-timeframe-trend-alignment-framework	4h	EVAAUSD	12	7	19.33	1.218	0.088	14.16	2	333
multi-timeframe-trend-alignment-framework	4h	PIEVERSEUSD	12	7	151.57	3.057	0.632	140.52	3	154
multi-timeframe-trend-alignment-framework	4h	LINKUSD	23	11	-6.61	0.973	-0.002	-28.23	4	333
multi-timeframe-trend-alignment-framework	4h	BNBUSD	27	14	48.05	1.190	0.106	14.13	6	333
multi-timeframe-trend-alignment-framework	4h	BCHUSD	25	13	-8.39	0.965	-0.006	-4.50	5	333
multi-timeframe-trend-alignment-framework	15m	DOGEUSD	25	11	-162.98	0.368	-0.349	-216.26	3	42
momentum-bands-breakout	4h	SUIUSD	41	28	357.75	2.252	0.390	293.66	5	333
multi-timeframe-trend-alignment-framework	1h	ETHUSD	31	16	-51.16	0.823	-0.076	-144.90	4	125
multi-timeframe-trend-alignment-framework	15m	ETHUSD	21	11	-41.99	0.778	-0.094	-112.86	3	42
nse-elite-strategy-v6-full-system	1h	AKEUSD	0	0	0.00	0.000	0.000	0.00	0	63
momentum-bands-breakout	4h	UNIUSD	54	42	559.05	3.064	0.421	479.81	8	333
multi-timeframe-trend-alignment-framework	1h	SOLUSD	29	16	-45.84	0.809	-0.072	-95.58	5	125
nse-elite-strategy-v6-full-system	15m	AKEUSD	53	22	-136.38	0.663	-0.115	-132.50	2	42
multi-timeframe-trend-alignment-framework	15m	SOLUSD	18	10	-28.40	0.812	-0.081	-114.02	2	42
multi-timeframe-trend-alignment-framework	1h	ZECUSD	35	17	39.44	1.116	0.087	-11.78	4	125
momentum-bands-breakout	4h	HYPEUSD	50	36	532.67	2.804	0.442	456.59	7	333
l-l-htf-trend-cloud-strategy-joe-freedom	1h	UNIUSD	5	3	32.27	1.802	0.333	22.73	3	125
multi-timeframe-trend-alignment-framework	1h	AAVEUSD	24	16	76.48	1.500	0.167	-18.42	6	125
multi-timeframe-trend-alignment-framework	15m	ZECUSD	32	16	-27.10	0.904	-0.026	-113.49	4	42
multi-timeframe-trend-alignment-framework	1h	NEARUSD	33	19	155.82	1.575	0.233	75.66	6	125
momentum-bands-breakout	4h	VVVUSD	83	61	612.55	2.053	0.300	532.05	7	333
multi-timeframe-trend-alignment-framework	1h	FILUSD	37	13	-147.18	0.631	-0.204	-209.93	2	125
nse-elite-strategy-v6-full-system	1h	AVAXUSD	71	26	-243.09	0.584	-0.187	-339.64	1	125
multi-timeframe-trend-alignment-framework	15m	AAVEUSD	28	15	-76.88	0.676	-0.145	-158.67	1	42
multi-timeframe-trend-alignment-framework	1h	SUIUSD	23	11	-17.23	0.922	-0.027	-57.61	3	125
momentum-bands-breakout	4h	XRPUSD	39	23	52.05	1.166	0.075	3.05	5	333
multi-timeframe-trend-alignment-framework	1h	UNIUSD	26	10	-124.70	0.560	-0.246	-142.43	3	125
mcginley-t3-flow-campaign-nick789-v-1	15m	COOKIEUSD	38	14	-18.56	0.960	-0.000	-102.95	2	42
multi-timeframe-trend-alignment-framework	15m	NEARUSD	33	18	17.06	1.059	0.036	-82.94	3	42
multi-timeframe-trend-alignment-framework	1h	HYPEUSD	34	15	-4.12	0.989	0.007	-22.20	3	125
nse-elite-strategy-v6-full-system	15m	AVAXUSD	48	20	-152.12	0.581	-0.167	-233.06	2	42
momentum-bands-breakout	4h	BTCUSD	43	26	-71.05	0.751	-0.085	-122.79	3	333
multi-timeframe-trend-alignment-framework	1h	VVVUSD	33	15	-104.54	0.688	-0.160	-119.85	3	125
l-l-htf-trend-cloud-strategy-joe-freedom	1h	HYPEUSD	11	6	36.28	1.345	0.177	19.85	5	125
multi-timeframe-trend-alignment-framework	15m	FILUSD	17	6	-89.70	0.579	-0.264	-126.30	3	42
nse-elite-strategy-v6-full-system	1h	MUBARAKUSD	65	33	107.87	1.196	0.091	-77.77	3	125
multi-timeframe-trend-alignment-framework	1h	XRPUSD	32	14	-149.15	0.553	-0.243	-197.11	3	125
momentum-bands-breakout	4h	TAOUSD	57	46	622.08	3.228	0.435	535.13	7	333
multi-timeframe-trend-alignment-framework	1h	BTCUSD	26	16	89.20	1.472	0.179	-9.41	5	125
multi-timeframe-trend-alignment-framework	15m	SUIUSD	24	13	-4.08	0.981	0.001	-122.64	4	42
multi-timeframe-trend-alignment-framework	1h	TAOUSD	28	9	-135.81	0.589	-0.249	-170.15	1	125
momentum-bands-breakout	4h	EVAAUSD	40	30	980.07	4.920	0.893	926.43	6	333
multi-timeframe-trend-alignment-framework	1h	EVAAUSD	32	16	-75.56	0.743	-0.115	-132.05	2	125
multi-timeframe-trend-alignment-framework	15m	UNIUSD	32	12	-207.99	0.414	-0.357	-234.39	1	42
momentum-bands-breakout	4h	PIEVERSEUSD	28	22	241.63	2.847	0.401	215.44	5	154
nse-elite-strategy-v6-full-system	15m	MUBARAKUSD	81	30	-92.32	0.864	-0.043	-197.24	4	42
nse-elite-strategy-v6-full-system	1h	SAGAUSD	64	26	-154.76	0.690	-0.124	-239.95	1	125
multi-timeframe-trend-alignment-framework	1h	PIEVERSEUSD	26	11	-26.68	0.902	-0.035	-80.60	4	125
l-l-htf-trend-cloud-strategy-joe-freedom	1h	VVVUSD	5	2	-19.49	0.678	-0.188	-23.55	2	125
multi-timeframe-trend-alignment-framework	15m	HYPEUSD	27	13	-17.98	0.937	-0.022	-79.02	4	42
momentum-bands-breakout	4h	LINKUSD	45	33	290.60	2.394	0.297	214.76	4	333
multi-timeframe-trend-alignment-framework	1h	LINKUSD	34	17	-16.12	0.949	-0.014	-109.07	5	125
multi-timeframe-trend-alignment-framework	1h	BNBUSD	28	14	-8.15	0.969	-0.005	-77.27	4	125
multi-timeframe-trend-alignment-framework	15m	VVVUSD	43	25	11.45	1.032	0.022	-6.65	3	42
momentum-bands-breakout	4h	BNBUSD	52	34	129.28	1.448	0.124	30.03	3	333
multi-timeframe-trend-alignment-framework	1h	BCHUSD	21	13	91.63	1.552	0.220	47.03	5	125
multi-timeframe-trend-alignment-framework	15m	XRPUSD	17	7	-55.55	0.707	-0.158	-75.29	2	42
nse-elite-strategy-v6-full-system	1h	AINUSD	57	27	88.31	1.198	0.086	18.34	3	125
momentum-bands-breakout	4h	BCHUSD	55	36	186.89	1.649	0.166	122.19	6	333
multi-timeframe-trend-alignment-framework	15m	BTCUSD	7	3	-52.89	0.195	-0.394	-68.58	1	42
mcginley-t3-flow-campaign-nick789-v-1	15m	1000PEPEUSD	42	19	-49.41	0.895	-0.046	-150.93	2	42
rr-master-lc	15m	AKEUSD	1	0	-16.96	0.000	-1.000	-17.56	0	42
