scanner	tf	symbol	trades	wins	net	pf	avgR	netStress	windowsUp	days
dynamic-trend-bands-anchored-vwap-signals	4h	WIFUSD	37	19	-2.89	0.992	0.008	-64.55	3	666
mirage-liquidity-sweep-pro	1h	AINUSD	25	15	94.96	1.484	0.194	49.42	5	250
kinetic-momentum-vectors	15m	AKEUSD	52	27	145.27	1.296	0.150	103.93	6	63
dynamic-trend-bands-anchored-vwap-signals	4h	TAOUSD	46	24	-21.67	0.950	-0.014	-46.69	4	666
kinetic-momentum-vectors	15m	ETHUSD	68	41	266.87	1.451	0.187	-39.28	5	125
structure-anchored-vwap	15m	BNBUSD	16	14	184.63	5.163	0.543	82.01	6	125
dynamic-trend-bands-anchored-vwap-signals	4h	HYPEUSD	49	19	-231.85	0.546	-0.260	-245.72	1	476
dynamic-trend-bands-anchored-vwap-signals	4h	EVAAUSD	19	10	130.51	1.665	0.353	125.00	3	351
kinetic-momentum-vectors	15m	AVAXUSD	99	43	-276.97	0.681	-0.152	-345.44	2	125
dynamic-trend-bands-anchored-vwap-signals	4h	SAGAUSD	42	18	-129.88	0.697	-0.155	-145.05	3	666
kinetic-momentum-vectors	15m	LINKUSD	82	36	-112.11	0.873	-0.056	-305.28	4	125
pulse-trend-radar	15m	MUBARAKUSD	299	116	-292.05	0.901	-0.041	-687.11	3	125
dynamic-trend-bands-anchored-vwap-signals	4h	MUBARAKUSD	43	22	-91.01	0.780	-0.101	-6.90	2	551
dynamic-trend-bands-anchored-vwap-signals	4h	1000PEPEUSD	29	14	-101.95	0.648	-0.178	-146.51	1	268
dynamic-trend-bands-anchored-vwap-signals	15m	DOGEUSD	88	49	152.01	1.189	0.096	-101.83	5	125
kinetic-momentum-vectors	15m	XRPUSD	82	42	-114.40	0.832	-0.063	-271.80	3	125
dynamic-trend-bands-anchored-vwap-signals	4h	COOKIEUSD	39	18	-27.50	0.939	-0.017	-41.02	3	607
dynamic-trend-bands-anchored-vwap-signals	4h	AINUSD	33	9	-156.36	0.627	-0.234	-153.85	2	434
kinetic-momentum-vectors	15m	DOGEUSD	87	40	-63.39	0.927	-0.021	-228.41	5	125
dynamic-trend-bands-anchored-vwap-signals	4h	BCHUSD	59	23	-284.09	0.549	-0.275	-311.66	1	666
kinetic-momentum-vectors	15m	SUIUSD	72	41	145.11	1.237	0.108	-48.59	5	125
dynamic-trend-bands-anchored-vwap-signals	4h	VVVUSD	57	28	121.73	1.208	0.120	87.93	2	601
kinetic-momentum-vectors	15m	NEARUSD	99	44	-283.93	0.684	-0.158	-445.86	2	125
kinetic-momentum-vectors	1h	BTCUSD	42	19	-149.22	0.628	-0.189	-177.90	1	250
mirage-liquidity-sweep-pro	1h	BCHUSD	33	18	-54.72	0.811	-0.077	-123.81	2	250
kinetic-momentum-vectors	1h	FILUSD	58	32	180.51	1.313	0.159	22.26	4	250
kinetic-momentum-vectors	15m	AAVEUSD	108	49	-95.61	0.914	-0.032	-350.89	4	125
kinetic-momentum-vectors	1h	SOLUSD	45	23	-25.60	0.936	-0.018	-137.73	3	250
mirage-liquidity-sweep-pro	15m	DOGEUSD	40	20	-64.53	0.827	-0.075	-149.27	2	125
dynamic-trend-bands-anchored-vwap-signals	15m	SUIUSD	96	51	105.52	1.124	0.067	-86.21	3	125
kinetic-momentum-vectors	1h	UNIUSD	60	33	28.12	1.055	0.034	-23.44	4	250
kinetic-momentum-vectors	15m	BNBUSD	42	21	-135.46	0.654	-0.166	-190.48	2	125
kinetic-momentum-vectors	1h	PIEVERSEUSD	42	26	315.23	1.922	0.347	224.76	5	154
kinetic-momentum-vectors	1h	ZECUSD	46	30	481.44	2.190	0.461	379.78	7	250
kinetic-momentum-vectors	1h	AKEUSD	11	7	147.70	3.070	0.756	151.93	3	63
kinetic-momentum-vectors	15m	ETCUSD	52	25	85.73	1.149	0.098	-171.36	4	125
kinetic-momentum-vectors	1h	ETHUSD	46	24	70.48	1.160	0.095	20.33	2	250
kinetic-momentum-vectors	1h	AVAXUSD	41	17	-149.36	0.649	-0.188	-241.38	3	250
pulse-trend-radar	15m	1000PEPEUSD	221	99	-391.54	0.814	-0.101	-673.03	2	125
kinetic-momentum-vectors	15m	WIFUSD	67	29	25.89	1.038	0.039	-69.93	4	125
kinetic-momentum-vectors	1h	LINKUSD	47	23	-123.81	0.731	-0.133	-181.45	4	250
structure-anchored-vwap	15m	ETCUSD	17	11	140.11	2.189	0.401	98.50	4	125
kinetic-momentum-vectors	1h	XRPUSD	44	17	-149.97	0.700	-0.169	-195.80	2	250
kinetic-momentum-vectors	15m	TAOUSD	103	45	-281.47	0.672	-0.150	-436.11	4	125
kinetic-momentum-vectors	1h	DOGEUSD	53	25	-81.24	0.837	-0.066	-120.79	3	250
kinetic-momentum-vectors	1h	SUIUSD	54	26	93.78	1.156	0.102	-44.50	4	250
kinetic-momentum-vectors	15m	HYPEUSD	96	49	-97.54	0.904	-0.041	-357.33	3	125
kinetic-momentum-vectors	1h	NEARUSD	63	29	-77.07	0.887	-0.049	-149.08	5	250
dynamic-trend-bands-anchored-vwap-signals	15m	NEARUSD	105	43	-442.46	0.538	-0.269	-561.32	0	125
kinetic-momentum-vectors	1h	AAVEUSD	57	29	-80.05	0.836	-0.072	-168.21	4	250
kinetic-momentum-vectors	15m	EVAAUSD	110	49	-118.65	0.903	-0.041	-212.72	4	125
kinetic-momentum-vectors	1h	BNBUSD	43	20	-95.15	0.786	-0.108	-168.83	2	250
kinetic-momentum-vectors	1h	ETCUSD	54	26	-108.93	0.804	-0.094	-168.24	3	250
mirage-liquidity-sweep-pro	1h	VVVUSD	21	11	-38.61	0.801	-0.083	-46.35	4	250
kinetic-momentum-vectors	15m	SAGAUSD	115	55	-132.58	0.883	-0.048	-313.79	4	125
kinetic-momentum-vectors	1h	WIFUSD	59	29	-51.38	0.913	-0.031	-123.05	5	250
kinetic-momentum-vectors	4h	BTCUSD	31	15	-2.01	0.993	0.008	-83.39	3	666
kinetic-momentum-vectors	4h	FILUSD	36	20	16.32	1.049	0.034	-1.53	3	666
kinetic-momentum-vectors	1h	TAOUSD	57	37	122.78	1.305	0.109	41.10	5	250
kinetic-momentum-vectors	4h	SOLUSD	32	17	53.79	1.188	0.152	31.37	4	666
kinetic-momentum-vectors	15m	MUBARAKUSD	106	53	432.89	1.377	0.189	212.20	4	125
kinetic-momentum-vectors	1h	HYPEUSD	55	32	289.11	1.513	0.251	147.44	7	250
kinetic-momentum-vectors	4h	UNIUSD	38	24	185.03	1.619	0.234	253.18	5	666
kinetic-momentum-vectors	4h	PIEVERSEUSD	11	8	52.52	1.843	0.239	66.19	3	154
kinetic-momentum-vectors	1h	EVAAUSD	67	36	251.46	1.341	0.184	264.25	5	250
kinetic-momentum-vectors	4h	ZECUSD	20	14	156.29	2.251	0.430	143.14	7	352
kinetic-momentum-vectors	4h	AKEUSD	0	0	0.00	0.000	0.000	0.00	0	63
kinetic-momentum-vectors	4h	ETHUSD	38	17	130.00	1.281	0.191	82.15	4	666
kinetic-momentum-vectors	1h	SAGAUSD	77	41	68.14	1.097	0.055	-100.59	5	250
kinetic-momentum-vectors	15m	1000PEPEUSD	61	32	295.33	1.487	0.233	20.17	5	125
kinetic-momentum-vectors	4h	AVAXUSD	27	11	-108.44	0.630	-0.209	-115.29	4	666
kinetic-momentum-vectors	1h	MUBARAKUSD	58	28	98.03	1.165	0.098	22.61	4	250
kinetic-momentum-vectors	4h	LINKUSD	28	11	-174.64	0.431	-0.347	-185.87	1	666
kinetic-momentum-vectors	1h	1000PEPEUSD	56	26	96.54	1.136	0.107	-27.64	4	250
kinetic-momentum-vectors	4h	XRPUSD	33	13	-144.84	0.602	-0.226	-180.73	4	666
kinetic-momentum-vectors	15m	COOKIEUSD	99	48	26.17	1.026	0.030	-235.53	3	125
pulse-trend-radar	15m	COOKIEUSD	338	125	-713.83	0.715	-0.172	-865.87	1	125
kinetic-momentum-vectors	4h	DOGEUSD	39	21	-16.44	0.955	-0.015	-50.62	4	666
kinetic-momentum-vectors	1h	COOKIEUSD	65	30	74.71	1.107	0.078	-92.45	4	250
dynamic-trend-bands-anchored-vwap-signals	15m	AAVEUSD	150	66	-440.85	0.637	-0.186	-550.10	1	125
kinetic-momentum-vectors	4h	SUIUSD	37	15	-78.23	0.812	-0.092	-106.06	3	666
kinetic-momentum-vectors	1h	AINUSD	67	33	23.37	1.033	0.032	-88.28	4	250
kinetic-momentum-vectors	15m	AINUSD	91	41	-75.71	0.922	-0.026	-226.87	4	125
kinetic-momentum-vectors	4h	NEARUSD	37	17	-36.36	0.904	-0.037	-49.69	3	666
kinetic-momentum-vectors	4h	AAVEUSD	38	17	-122.82	0.608	-0.195	-94.01	2	666
kinetic-momentum-vectors	1h	BCHUSD	57	38	643.14	2.422	0.460	402.99	5	250
kinetic-momentum-vectors	4h	BNBUSD	37	15	-41.52	0.891	-0.068	-84.73	3	666
kinetic-momentum-vectors	1h	VVVUSD	52	31	448.53	1.816	0.381	336.79	6	250
kinetic-momentum-vectors	15m	BCHUSD	91	38	-201.88	0.765	-0.106	-416.93	3	125
kinetic-momentum-vectors	4h	ETCUSD	34	15	-19.72	0.950	-0.010	-84.57	4	666
kinetic-momentum-vectors	4h	WIFUSD	35	20	283.92	1.831	0.387	239.39	5	666
kinetic-momentum-vectors	4h	TAOUSD	40	20	-65.56	0.840	-0.075	-89.92	2	666
kinetic-momentum-vectors	15m	VVVUSD	87	45	183.60	1.198	0.113	-56.18	6	125
kinetic-momentum-vectors	4h	HYPEUSD	21	13	170.85	2.036	0.400	108.95	4	476
kinetic-momentum-vectors	4h	EVAAUSD	24	10	61.09	1.225	0.152	51.55	3	351
kinetic-momentum-vectors	4h	SAGAUSD	36	18	10.37	1.030	0.026	3.93	3	666
structure-anchored-vwap	15m	WIFUSD	22	16	668.11	6.025	1.216	477.23	6	125
kinetic-momentum-vectors	4h	MUBARAKUSD	37	18	-51.05	0.865	-0.059	-54.49	4	551
kinetic-momentum-vectors	4h	1000PEPEUSD	12	3	-143.31	0.148	-0.638	-144.77	1	268
kinetic-momentum-vectors	4h	COOKIEUSD	30	17	87.75	1.313	0.160	42.79	5	607
kinetic-momentum-vectors	4h	AINUSD	27	13	78.74	1.270	0.166	72.54	4	434
kinetic-momentum-vectors	4h	BCHUSD	34	18	219.32	1.690	0.314	184.91	5	666
kinetic-momentum-vectors	4h	VVVUSD	31	15	-76.78	0.742	-0.120	-139.85	3	601
dynamic-trend-bands-anchored-vwap-signals	15m	BNBUSD	31	14	-122.86	0.616	-0.206	-162.33	2	125
high-volume-breakout-targets	1h	BTCUSD	25	19	391.46	4.560	0.692	238.60	7	250
mirage-liquidity-sweep-pro	15m	SUIUSD	30	10	-237.12	0.311	-0.443	-286.34	0	125
high-volume-breakout-targets	4h	BTCUSD	23	12	37.75	1.173	0.100	-26.28	5	666
pulse-trend-radar	15m	AINUSD	355	133	-464.00	0.838	-0.072	-760.80	4	125
high-volume-breakout-targets	4h	FILUSD	43	18	-93.34	0.795	-0.102	-92.44	5	666
high-volume-breakout-targets	1h	FILUSD	40	18	-46.93	0.892	-0.045	-138.27	4	250
dynamic-trend-bands-anchored-vwap-signals	15m	ETCUSD	38	17	-65.30	0.836	-0.073	-171.29	4	125
high-volume-breakout-targets	4h	SOLUSD	33	18	25.21	1.089	0.078	17.68	4	666
high-volume-breakout-targets	1h	SOLUSD	31	13	-34.62	0.892	-0.047	-42.99	3	250
high-volume-breakout-targets	4h	UNIUSD	18	10	-2.46	0.985	0.002	-12.00	4	666
high-volume-breakout-targets	4h	PIEVERSEUSD	4	3	49.92	3.398	0.632	47.43	3	154
high-volume-breakout-targets	15m	BTCUSD	33	15	-105.71	0.673	-0.156	-156.23	3	125
high-volume-breakout-targets	4h	ZECUSD	6	5	105.60	6.728	0.921	102.48	4	352
dynamic-trend-bands-anchored-vwap-signals	15m	WIFUSD	59	31	383.12	1.588	0.300	107.56	5	125
high-volume-breakout-targets	1h	UNIUSD	37	18	-69.48	0.807	-0.085	-79.26	1	250
structure-anchored-vwap	15m	TAOUSD	34	26	563.15	3.716	0.678	344.22	8	125
pulse-trend-radar	15m	BCHUSD	226	93	-657.04	0.596	-0.227	-793.05	0	125
high-volume-breakout-targets	4h	ETHUSD	32	17	19.35	1.069	0.041	-9.19	3	666
high-volume-breakout-targets	1h	PIEVERSEUSD	20	11	191.22	1.982	0.475	144.90	3	154
high-volume-breakout-targets	4h	AVAXUSD	38	16	-74.55	0.810	-0.091	-107.53	2	666
dynamic-trend-bands-anchored-vwap-signals	15m	TAOUSD	99	46	-100.75	0.898	-0.039	-383.18	3	125
high-volume-breakout-targets	15m	FILUSD	33	17	175.82	1.535	0.266	73.98	5	125
high-volume-breakout-targets	1h	ZECUSD	29	14	-27.21	0.903	-0.038	-57.16	5	250
high-volume-breakout-targets	1h	AKEUSD	20	9	-64.45	0.638	-0.216	-69.38	1	63
mirage-liquidity-sweep-pro	15m	NEARUSD	30	19	273.53	2.071	0.428	147.98	4	125
high-volume-breakout-targets	4h	LINKUSD	21	10	30.62	1.149	0.088	13.99	3	666
pulse-trend-radar	15m	VVVUSD	274	125	-453.46	0.771	-0.101	-648.55	2	125
high-volume-breakout-targets	4h	XRPUSD	26	16	230.59	2.065	0.418	192.09	5	666
high-volume-breakout-targets	1h	ETHUSD	35	20	116.63	1.357	0.174	12.34	5	250
dynamic-trend-bands-anchored-vwap-signals	15m	HYPEUSD	142	67	-259.88	0.789	-0.092	-452.24	2	125
high-volume-breakout-targets	4h	DOGEUSD	26	10	-62.51	0.800	-0.118	-98.76	3	666
structure-anchored-vwap	15m	HYPEUSD	40	30	437.03	2.928	0.469	273.81	7	125
high-volume-breakout-targets	15m	SOLUSD	45	20	-191.98	0.574	-0.237	-299.04	1	125
high-volume-breakout-targets	1h	AVAXUSD	41	22	-40.55	0.894	-0.041	-110.41	4	250
dynamic-trend-bands-anchored-vwap-signals	15m	EVAAUSD	142	62	-292.32	0.815	-0.108	-442.28	3	125
high-volume-breakout-targets	4h	SUIUSD	28	17	183.02	1.732	0.322	158.37	5	666
high-volume-breakout-targets	1h	LINKUSD	33	16	-55.48	0.841	-0.077	-149.75	4	250
high-volume-breakout-targets	4h	NEARUSD	13	8	69.04	1.694	0.270	55.15	5	666
smart-money-breakout-signals	15m	BTCUSD	46	21	-217.50	0.488	-0.263	-310.07	2	125
dynamic-trend-bands-anchored-vwap-signals	15m	SAGAUSD	90	51	694.96	1.807	0.317	178.47	4	125
high-volume-breakout-targets	15m	UNIUSD	75	34	-84.96	0.901	-0.042	-241.20	2	125
high-volume-breakout-targets	4h	AAVEUSD	20	13	100.57	1.859	0.317	86.23	5	666
high-volume-breakout-targets	1h	XRPUSD	37	23	109.99	1.392	0.154	2.46	3	250
smart-money-breakout-signals	15m	FILUSD	59	24	-158.91	0.720	-0.132	-275.29	2	125
mirage-liquidity-sweep-pro	15m	AAVEUSD	34	20	62.07	1.237	0.106	-89.53	2	125
dynamic-trend-bands-anchored-vwap-signals	15m	MUBARAKUSD	103	50	143.21	1.142	0.083	-112.62	5	125
structure-anchored-vwap	15m	EVAAUSD	56	48	1750.39	6.929	0.929	1556.74	8	125
high-volume-breakout-targets	4h	BNBUSD	26	11	-60.82	0.785	-0.094	-104.54	3	666
high-volume-breakout-targets	1h	DOGEUSD	47	17	-265.46	0.481	-0.316	-290.18	3	250
high-volume-breakout-targets	15m	PIEVERSEUSD	36	12	-209.50	0.497	-0.318	-274.90	1	125
smart-money-breakout-signals	15m	SOLUSD	99	50	-158.85	0.824	-0.078	-368.53	3	125
dynamic-trend-bands-anchored-vwap-signals	15m	1000PEPEUSD	80	36	-152.31	0.797	-0.089	-373.99	2	125
high-volume-breakout-targets	4h	ETCUSD	24	13	106.25	1.479	0.232	80.03	4	666
high-volume-breakout-targets	1h	SUIUSD	35	18	-81.35	0.753	-0.112	-105.85	2	250
high-volume-breakout-targets	4h	WIFUSD	24	13	117.54	1.470	0.247	99.77	5	666
dynamic-trend-bands-anchored-vwap-signals	15m	COOKIEUSD	63	24	-136.71	0.805	-0.098	-234.32	1	125
smart-money-breakout-signals	15m	UNIUSD	127	54	-316.78	0.702	-0.136	-464.29	2	125
structure-anchored-vwap	15m	SAGAUSD	39	30	571.80	3.186	0.597	404.04	7	125
high-volume-breakout-targets	4h	TAOUSD	17	8	35.45	1.233	0.116	15.46	3	666
high-volume-breakout-targets	15m	ZECUSD	72	34	99.14	1.162	0.097	-122.82	3	125
high-volume-breakout-targets	1h	NEARUSD	36	20	53.31	1.160	0.083	-10.65	5	250
smart-money-breakout-signals	15m	PIEVERSEUSD	91	32	-214.76	0.804	-0.114	-355.14	3	125
dynamic-trend-bands-anchored-vwap-signals	15m	AINUSD	89	44	-63.37	0.917	-0.024	-205.32	4	125
high-volume-breakout-targets	4h	HYPEUSD	16	8	127.18	1.697	0.408	128.56	5	476
mirage-liquidity-sweep-pro	15m	BNBUSD	20	8	-89.77	0.525	-0.233	-151.36	3	125
high-volume-breakout-targets	15m	AKEUSD	58	28	-122.34	0.751	-0.118	-132.55	2	63
high-volume-breakout-targets	4h	EVAAUSD	13	2	-163.70	0.203	-0.679	-165.58	1	351
smart-money-breakout-signals	15m	ZECUSD	141	65	-181.01	0.848	-0.061	-376.68	3	125
high-volume-breakout-targets	1h	AAVEUSD	30	15	-84.13	0.700	-0.144	-125.98	3	250
dynamic-trend-bands-anchored-vwap-signals	15m	BCHUSD	91	46	79.41	1.088	0.062	-287.93	4	125
smart-money-breakout-signals	15m	AKEUSD	57	25	2.76	1.005	0.041	-24.56	3	63
high-volume-breakout-targets	4h	SAGAUSD	17	8	-56.13	0.682	-0.161	-62.89	3	666
structure-anchored-vwap	15m	MUBARAKUSD	33	23	697.09	3.504	0.837	559.49	7	125
dynamic-trend-bands-anchored-vwap-signals	15m	VVVUSD	174	83	-187.34	0.873	-0.046	-330.45	4	125
high-volume-breakout-targets	1h	BNBUSD	32	18	-62.36	0.772	-0.098	-120.76	2	250
high-volume-breakout-targets	4h	MUBARAKUSD	12	6	-7.06	0.941	-0.018	-0.58	3	551
smart-money-breakout-signals	15m	ETHUSD	92	44	-326.00	0.589	-0.207	-475.60	1	125
high-volume-breakout-targets	4h	1000PEPEUSD	9	7	62.29	2.478	0.344	54.33	5	268
smart-money-breakout-signals	1h	BTCUSD	62	30	-179.06	0.673	-0.155	-267.43	1	250
high-volume-breakout-targets	15m	ETHUSD	52	25	-188.84	0.590	-0.192	-209.62	2	125
smart-money-breakout-signals	1h	FILUSD	62	29	137.81	1.189	0.126	-3.32	5	250
smart-money-breakout-signals	1h	SOLUSD	69	38	-22.12	0.963	-0.007	-158.85	3	250
high-volume-breakout-targets	1h	ETCUSD	39	17	-156.11	0.605	-0.209	-271.53	1	250
high-volume-breakout-targets	4h	COOKIEUSD	17	10	13.99	1.099	0.050	6.23	5	607
smart-money-breakout-signals	15m	AVAXUSD	104	41	-436.14	0.541	-0.264	-560.40	3	125
smart-money-breakout-signals	1h	UNIUSD	70	35	90.68	1.116	0.078	-22.23	5	250
smart-money-breakout-signals	1h	PIEVERSEUSD	38	17	-83.18	0.787	-0.103	-101.54	2	154
mirage-liquidity-sweep-pro	15m	ETCUSD	14	4	-113.05	0.328	-0.421	-124.05	1	125
smart-money-breakout-signals	1h	ZECUSD	59	42	628.50	2.474	0.430	489.09	8	250
smart-money-breakout-signals	1h	AKEUSD	12	6	37.60	1.353	0.222	33.22	3	63
high-volume-breakout-targets	4h	AINUSD	15	10	255.23	3.015	0.807	239.66	6	434
structure-anchored-vwap	15m	1000PEPEUSD	29	21	277.06	2.668	0.434	147.85	6	125
smart-money-breakout-signals	1h	ETHUSD	60	26	-180.73	0.702	-0.156	-186.58	2	250
smart-money-breakout-signals	15m	LINKUSD	86	46	-36.45	0.950	-0.008	-196.90	3	125
high-volume-breakout-targets	1h	WIFUSD	44	27	495.19	2.043	0.482	398.34	6	250
high-volume-breakout-targets	15m	AVAXUSD	45	22	141.85	1.296	0.173	-20.70	3	125
smart-money-breakout-signals	1h	AVAXUSD	66	35	-19.20	0.968	-0.004	-147.26	5	250
high-volume-breakout-targets	4h	BCHUSD	17	7	-111.49	0.416	-0.342	-103.31	1	666
smart-money-breakout-signals	1h	LINKUSD	70	37	48.33	1.071	0.047	-68.41	6	250
smart-money-breakout-signals	1h	XRPUSD	64	35	35.39	1.059	0.039	-159.68	4	250
smart-money-breakout-signals	15m	XRPUSD	82	46	-80.08	0.884	-0.039	-334.51	3	125
smart-money-breakout-signals	1h	DOGEUSD	58	31	-64.81	0.876	-0.049	-77.95	3	250
high-volume-breakout-targets	4h	VVVUSD	11	8	66.15	2.063	0.303	60.97	3	601
high-volume-breakout-targets	1h	TAOUSD	34	22	216.70	1.815	0.306	176.65	5	250
smart-money-breakout-signals	1h	SUIUSD	71	37	-14.44	0.980	0.003	-128.71	3	250
structure-anchored-vwap	15m	COOKIEUSD	26	22	536.03	6.414	0.850	390.61	6	125
smart-money-breakout-signals	4h	BTCUSD	49	25	-10.97	0.978	0.002	-126.23	4	666
smart-money-breakout-signals	1h	NEARUSD	61	32	8.61	1.014	0.020	-128.80	3	250
mirage-liquidity-sweep-pro	15m	WIFUSD	13	3	-124.72	0.343	-0.501	-132.20	2	125
smart-money-breakout-signals	1h	AAVEUSD	71	39	-70.85	0.872	-0.050	-157.44	2	250
smart-money-breakout-signals	4h	FILUSD	46	24	1.30	1.003	0.012	-13.80	4	666
smart-money-breakout-signals	15m	DOGEUSD	99	55	2.79	1.004	0.014	-299.12	5	125
high-volume-breakout-targets	15m	LINKUSD	41	23	20.74	1.058	0.040	-160.71	3	125
smart-money-breakout-signals	1h	BNBUSD	67	37	156.50	1.273	0.126	-31.11	5	250
high-volume-breakout-targets	1h	HYPEUSD	21	10	-68.42	0.678	-0.161	-99.06	5	250
smart-money-breakout-signals	4h	SOLUSD	44	21	-103.42	0.752	-0.101	-144.96	3	666
smart-money-breakout-signals	1h	ETCUSD	58	24	-238.41	0.634	-0.224	-295.90	3	250
smart-money-breakout-signals	4h	UNIUSD	41	26	447.65	2.135	0.479	391.78	6	666
smart-money-breakout-signals	1h	WIFUSD	58	28	137.24	1.204	0.129	62.39	5	250
smart-money-breakout-signals	4h	PIEVERSEUSD	9	3	-61.34	0.476	-0.343	-63.95	2	154
smart-money-breakout-signals	15m	SUIUSD	92	41	-207.24	0.776	-0.114	-267.31	2	125
smart-money-breakout-signals	4h	ZECUSD	20	13	241.29	2.536	0.634	231.60	7	352
smart-money-breakout-signals	4h	AKEUSD	2	1	-8.13	0.578	-0.047	-8.47	1	63
smart-money-breakout-signals	1h	TAOUSD	65	35	198.16	1.306	0.160	-7.40	4	250
smart-money-breakout-signals	1h	HYPEUSD	69	44	357.30	1.603	0.238	280.17	8	250
structure-anchored-vwap	15m	AINUSD	35	21	121.96	1.399	0.176	58.10	5	125
smart-money-breakout-signals	4h	ETHUSD	47	24	83.54	1.163	0.102	20.99	4	666
high-volume-breakout-targets	1h	EVAAUSD	31	15	-14.23	0.954	-0.006	-126.59	2	250
smart-money-breakout-signals	1h	EVAAUSD	59	27	-100.74	0.835	-0.079	-206.96	3	250
smart-money-breakout-signals	15m	NEARUSD	113	40	-547.49	0.462	-0.342	-636.94	0	125
smart-money-breakout-signals	4h	AVAXUSD	43	23	117.77	1.254	0.154	80.04	5	666
smart-money-breakout-signals	1h	SAGAUSD	73	45	401.84	1.529	0.247	177.42	5	250
smart-money-breakout-signals	4h	LINKUSD	43	26	147.08	1.421	0.169	53.24	5	666
smart-money-breakout-signals	1h	MUBARAKUSD	74	30	-270.60	0.647	-0.203	-316.88	2	250
high-volume-breakout-targets	15m	XRPUSD	43	18	-131.12	0.715	-0.143	-264.04	1	125
smart-money-breakout-signals	1h	1000PEPEUSD	70	32	-103.56	0.860	-0.067	-182.40	2	250
smart-money-breakout-signals	4h	XRPUSD	47	17	-211.55	0.594	-0.242	-248.15	1	666
high-volume-breakout-targets	1h	SAGAUSD	47	24	72.67	1.148	0.089	38.17	4	250
smart-money-breakout-signals	1h	COOKIEUSD	67	34	-4.86	0.992	0.008	-131.49	4	250
smart-money-breakout-signals	15m	AAVEUSD	111	49	-245.44	0.759	-0.120	-382.05	3	125
smart-money-breakout-signals	4h	DOGEUSD	43	24	72.88	1.179	0.096	122.19	6	666
smart-money-breakout-signals	1h	AINUSD	64	25	-208.50	0.675	-0.166	-256.11	3	250
mirage-liquidity-sweep-pro	15m	TAOUSD	29	12	-126.74	0.588	-0.224	-195.06	2	125
smart-money-breakout-signals	4h	SUIUSD	46	24	141.79	1.267	0.164	46.63	4	666
smart-money-breakout-signals	1h	BCHUSD	67	33	109.99	1.156	0.099	100.46	4	250
smart-money-breakout-signals	1h	VVVUSD	70	39	204.40	1.253	0.152	45.68	3	250
smart-money-breakout-signals	4h	NEARUSD	45	26	131.82	1.321	0.150	85.07	6	666
structure-anchored-vwap	15m	BCHUSD	31	20	165.50	1.707	0.261	104.31	6	125
smart-money-breakout-signals	15m	BNBUSD	32	15	-123.84	0.604	-0.198	-193.52	2	125
high-volume-breakout-targets	1h	MUBARAKUSD	35	15	-143.86	0.617	-0.212	-165.26	2	250
smart-money-breakout-signals	4h	AAVEUSD	39	23	208.47	1.597	0.306	120.71	5	666
smart-money-breakout-signals	4h	BNBUSD	43	20	-50.99	0.886	-0.056	-180.06	3	666
high-volume-breakout-targets	15m	DOGEUSD	46	26	113.95	1.275	0.135	-33.81	3	125
smart-money-breakout-signals	15m	ETCUSD	44	19	-228.62	0.492	-0.287	-361.52	2	125
smart-money-breakout-signals	4h	ETCUSD	46	21	1.84	1.004	0.020	-64.00	4	666
smart-money-breakout-signals	4h	WIFUSD	49	28	213.91	1.382	0.216	171.92	5	666
high-volume-breakout-targets	1h	1000PEPEUSD	50	25	95.62	1.170	0.111	-45.46	4	250
smart-money-breakout-signals	15m	WIFUSD	53	30	220.32	1.480	0.206	112.06	5	125
smart-money-breakout-signals	4h	TAOUSD	41	26	246.19	1.698	0.282	234.88	6	666
smart-money-breakout-signals	4h	HYPEUSD	31	15	102.01	1.281	0.180	19.11	5	476
smart-money-breakout-signals	4h	EVAAUSD	25	15	227.36	1.994	0.432	213.81	6	351
smart-swing-vwap-zeiierman	15m	BTCUSD	60	28	-205.59	0.623	-0.185	-294.45	2	125
structure-anchored-vwap	15m	VVVUSD	60	47	1125.33	3.539	0.648	748.50	8	125
smart-money-breakout-signals	15m	TAOUSD	87	34	-355.56	0.581	-0.243	-475.63	1	125
smart-money-breakout-signals	4h	SAGAUSD	46	23	-6.56	0.987	0.008	-53.49	3	666
mirage-liquidity-sweep-pro	15m	HYPEUSD	37	23	187.41	1.635	0.248	55.54	4	125
smart-money-breakout-signals	4h	MUBARAKUSD	36	16	-69.83	0.806	-0.083	-63.49	2	551
high-volume-breakout-targets	1h	COOKIEUSD	22	11	20.49	1.098	0.061	-57.88	5	250
high-volume-breakout-targets	15m	SUIUSD	44	18	-234.48	0.469	-0.295	-297.96	2	125
smart-money-breakout-signals	4h	1000PEPEUSD	17	8	-22.67	0.871	-0.055	-32.44	4	268
smart-money-breakout-signals	4h	COOKIEUSD	34	20	326.05	2.020	0.444	181.50	6	607
smart-money-breakout-signals	15m	HYPEUSD	115	51	-330.56	0.715	-0.163	-497.27	3	125
smart-money-breakout-signals	4h	AINUSD	25	13	139.78	1.541	0.283	124.65	4	434
smart-swing-vwap-zeiierman	1h	BTCUSD	103	44	-385.82	0.552	-0.232	-484.44	2	250
smart-money-breakout-signals	4h	BCHUSD	51	25	90.27	1.174	0.106	57.92	3	666
high-volume-breakout-targets	1h	AINUSD	29	14	162.58	1.488	0.288	110.21	5	250
smart-money-breakout-signals	4h	VVVUSD	33	20	81.35	1.301	0.128	33.17	5	601
